model_id,family,task,advertised,command,returncode,stdout_path,stderr_path,output_json_path,draw_path,runtime_ms,json_parseable,output_schema_valid,final_state,blocker_code,recommended_fix,missing_information,package_bug,external_blocker,license_blocker,retry_count,evidence_file
dfine-l-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-l-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-l-o365-coco.json,0,reports/smoke_logs/dfine-l-o365-coco.stdout,reports/smoke_logs/dfine-l-o365-coco.stderr,/tmp/vsx_smoke_dfine-l-o365-coco.json,,4415.062559011858,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-l-o365-coco.json
dfine-m,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m.json,0,reports/smoke_logs/dfine-m.stdout,reports/smoke_logs/dfine-m.stderr,/tmp/vsx_smoke_dfine-m.json,,4366.520440991735,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m.json
dfine-m-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m-coco.json,0,reports/smoke_logs/dfine-m-coco.stdout,reports/smoke_logs/dfine-m-coco.stderr,/tmp/vsx_smoke_dfine-m-coco.json,,4347.8064149967395,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m-coco.json
dfine-m-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m-o365-coco.json,0,reports/smoke_logs/dfine-m-o365-coco.stdout,reports/smoke_logs/dfine-m-o365-coco.stderr,/tmp/vsx_smoke_dfine-m-o365-coco.json,,4389.394712008652,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m-o365-coco.json
dfine-n,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-n /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-n.json,0,reports/smoke_logs/dfine-n.stdout,reports/smoke_logs/dfine-n.stderr,/tmp/vsx_smoke_dfine-n.json,,4359.722010005498,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-n.json
dfine-n-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-n-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-n-coco.json,0,reports/smoke_logs/dfine-n-coco.stdout,reports/smoke_logs/dfine-n-coco.stderr,/tmp/vsx_smoke_dfine-n-coco.json,,4353.476107993629,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-n-coco.json
dfine-s,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s.json,0,reports/smoke_logs/dfine-s.stdout,reports/smoke_logs/dfine-s.stderr,/tmp/vsx_smoke_dfine-s.json,,4333.453393002856,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s.json
dfine-s-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s-coco.json,0,reports/smoke_logs/dfine-s-coco.stdout,reports/smoke_logs/dfine-s-coco.stderr,/tmp/vsx_smoke_dfine-s-coco.json,,4332.920394997927,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s-coco.json
dfine-s-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s-o365-coco.json,0,reports/smoke_logs/dfine-s-o365-coco.stdout,reports/smoke_logs/dfine-s-o365-coco.stderr,/tmp/vsx_smoke_dfine-s-o365-coco.json,,4333.165503005148,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s-o365-coco.json
dfine-x,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x.json,0,reports/smoke_logs/dfine-x.stdout,reports/smoke_logs/dfine-x.stderr,/tmp/vsx_smoke_dfine-x.json,,4474.704289008514,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x.json
dfine-x-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x-coco.json,0,reports/smoke_logs/dfine-x-coco.stdout,reports/smoke_logs/dfine-x-coco.stderr,/tmp/vsx_smoke_dfine-x-coco.json,,4552.571310996427,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x-coco.json
dfine-x-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x-o365-coco.json,0,reports/smoke_logs/dfine-x-o365-coco.stdout,reports/smoke_logs/dfine-x-o365-coco.stderr,/tmp/vsx_smoke_dfine-x-o365-coco.json,,4431.056941000861,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x-o365-coco.json
rfdetr-base,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-base /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-base.json,0,reports/smoke_logs/rfdetr-base.stdout,reports/smoke_logs/rfdetr-base.stderr,/tmp/vsx_smoke_rfdetr-base.json,,5209.347614989383,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-base.json
rfdetr-large,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-large.json,0,reports/smoke_logs/rfdetr-large.stdout,reports/smoke_logs/rfdetr-large.stderr,/tmp/vsx_smoke_rfdetr-large.json,,4429.058794004959,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-large.json
rfdetr-medium,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-medium /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-medium.json,0,reports/smoke_logs/rfdetr-medium.stdout,reports/smoke_logs/rfdetr-medium.stderr,/tmp/vsx_smoke_rfdetr-medium.json,,5303.772977000335,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-medium.json
rfdetr-nano,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-nano /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-nano.json,0,reports/smoke_logs/rfdetr-nano.stdout,reports/smoke_logs/rfdetr-nano.stderr,/tmp/vsx_smoke_rfdetr-nano.json,,5166.3319380022585,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-nano.json
rfdetr-small,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-small.json,0,reports/smoke_logs/rfdetr-small.stdout,reports/smoke_logs/rfdetr-small.stderr,/tmp/vsx_smoke_rfdetr-small.json,,5230.654270009836,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-small.json
clip-vit-base-patch32,clip,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed clip-vit-base-patch32 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/clip-vit-base-patch32.stdout,reports/smoke_logs/clip-vit-base-patch32.stderr,/tmp/vsx_smoke_clip-vit-base-patch32.json,,4786.492159997579,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_clip-vit-base-patch32.json
clip-vit-large-patch14,clip,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed clip-vit-large-patch14 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/clip-vit-large-patch14.stdout,reports/smoke_logs/clip-vit-large-patch14.stderr,/tmp/vsx_smoke_clip-vit-large-patch14.json,,5067.464248000761,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_clip-vit-large-patch14.json
dinov2-base,dinov2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed dinov2-base /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/dinov2-base.stdout,reports/smoke_logs/dinov2-base.stderr,/tmp/vsx_smoke_dinov2-base.json,,4461.295924993465,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dinov2-base.json
dinov2-giant,dinov2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed dinov2-giant /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/dinov2-giant.stdout,reports/smoke_logs/dinov2-giant.stderr,/tmp/vsx_smoke_dinov2-giant.json,,6129.483908007387,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dinov2-giant.json
dinov2-large,dinov2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed dinov2-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/dinov2-large.stdout,reports/smoke_logs/dinov2-large.stderr,/tmp/vsx_smoke_dinov2-large.json,,4815.729095003917,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dinov2-large.json
dinov2-small,dinov2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed dinov2-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/dinov2-small.stdout,reports/smoke_logs/dinov2-small.stderr,/tmp/vsx_smoke_dinov2-small.json,,4380.568699998548,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dinov2-small.json
siglip-base-patch16-224,siglip,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed siglip-base-patch16-224 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,1,reports/smoke_logs/siglip-base-patch16-224.stdout,reports/smoke_logs/siglip-base-patch16-224.stderr,/tmp/vsx_smoke_siglip-base-patch16-224.json,,2309.645389992511,False,False,expected_blocker,DOWNLOAD_FAILED,,,False,True,False,0,/tmp/vsx_smoke_siglip-base-patch16-224.json
siglip2-base-patch16-224,siglip2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed siglip2-base-patch16-224 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/siglip2-base-patch16-224.stdout,reports/smoke_logs/siglip2-base-patch16-224.stderr,/tmp/vsx_smoke_siglip2-base-patch16-224.json,,5010.965129011311,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_siglip2-base-patch16-224.json
siglip2-large-patch16-256,siglip2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed siglip2-large-patch16-256 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/siglip2-large-patch16-256.stdout,reports/smoke_logs/siglip2-large-patch16-256.stderr,/tmp/vsx_smoke_siglip2-large-patch16-256.json,,5730.954508995637,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_siglip2-large-patch16-256.json
siglip2-so400m-patch14-384,siglip2,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed siglip2-so400m-patch14-384 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/siglip2-so400m-patch14-384.stdout,reports/smoke_logs/siglip2-so400m-patch14-384.stderr,/tmp/vsx_smoke_siglip2-so400m-patch14-384.json,,6192.898270004662,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_siglip2-so400m-patch14-384.json
sam-vit-base,sam,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam-vit-base /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam-vit-base.json",0,reports/smoke_logs/sam-vit-base.stdout,reports/smoke_logs/sam-vit-base.stderr,/tmp/vsx_smoke_sam-vit-base.json,,4795.248623995576,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam-vit-base.json
sam-vit-huge,sam,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam-vit-huge /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam-vit-huge.json",0,reports/smoke_logs/sam-vit-huge.stdout,reports/smoke_logs/sam-vit-huge.stderr,/tmp/vsx_smoke_sam-vit-huge.json,,5294.646082998952,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam-vit-huge.json
sam-vit-large,sam,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam-vit-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam-vit-large.json",0,reports/smoke_logs/sam-vit-large.stdout,reports/smoke_logs/sam-vit-large.stderr,/tmp/vsx_smoke_sam-vit-large.json,,4884.833742005867,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam-vit-large.json
sam2-hiera-base-plus,sam2,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2-hiera-base-plus /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2-hiera-base-plus.json",0,reports/smoke_logs/sam2-hiera-base-plus.stdout,reports/smoke_logs/sam2-hiera-base-plus.stderr,/tmp/vsx_smoke_sam2-hiera-base-plus.json,,4892.213622006238,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2-hiera-base-plus.json
sam2-hiera-large,sam2,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2-hiera-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2-hiera-large.json",0,reports/smoke_logs/sam2-hiera-large.stdout,reports/smoke_logs/sam2-hiera-large.stderr,/tmp/vsx_smoke_sam2-hiera-large.json,,5016.9622319954215,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2-hiera-large.json
sam2-hiera-small,sam2,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2-hiera-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2-hiera-small.json",0,reports/smoke_logs/sam2-hiera-small.stdout,reports/smoke_logs/sam2-hiera-small.stderr,/tmp/vsx_smoke_sam2-hiera-small.json,,5017.562569002621,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2-hiera-small.json
sam2-hiera-tiny,sam2,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2-hiera-tiny /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2-hiera-tiny.json",0,reports/smoke_logs/sam2-hiera-tiny.stdout,reports/smoke_logs/sam2-hiera-tiny.stderr,/tmp/vsx_smoke_sam2-hiera-tiny.json,,4950.085942997248,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2-hiera-tiny.json
sam2.1-hiera-base-plus,sam2.1,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2.1-hiera-base-plus /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2_1-hiera-base-plus.json",0,reports/smoke_logs/sam2_1-hiera-base-plus.stdout,reports/smoke_logs/sam2_1-hiera-base-plus.stderr,/tmp/vsx_smoke_sam2_1-hiera-base-plus.json,,4952.9880919872085,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2_1-hiera-base-plus.json
sam2.1-hiera-large,sam2.1,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2.1-hiera-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2_1-hiera-large.json",0,reports/smoke_logs/sam2_1-hiera-large.stdout,reports/smoke_logs/sam2_1-hiera-large.stderr,/tmp/vsx_smoke_sam2_1-hiera-large.json,,5042.68017000868,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2_1-hiera-large.json
sam2.1-hiera-small,sam2.1,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2.1-hiera-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2_1-hiera-small.json",0,reports/smoke_logs/sam2_1-hiera-small.stdout,reports/smoke_logs/sam2_1-hiera-small.stderr,/tmp/vsx_smoke_sam2_1-hiera-small.json,,4954.891835994204,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2_1-hiera-small.json
sam2.1-hiera-tiny,sam2.1,foundation_segment,True,"/home/arash/miniconda3/bin/python -m visionservex predict sam2.1-hiera-tiny /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --box 50,50,200,200 --json --save-json /tmp/vsx_smoke_sam2_1-hiera-tiny.json",0,reports/smoke_logs/sam2_1-hiera-tiny.stdout,reports/smoke_logs/sam2_1-hiera-tiny.stderr,/tmp/vsx_smoke_sam2_1-hiera-tiny.json,,4796.643630004837,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_sam2_1-hiera-tiny.json
grounded-sam,grounded-sam,grounded_segment,True,/home/arash/miniconda3/bin/python -m visionservex predict grounded-sam /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --prompt person --json --save-json /tmp/vsx_smoke_grounded-sam.json,0,reports/smoke_logs/grounded-sam.stdout,reports/smoke_logs/grounded-sam.stderr,/tmp/vsx_smoke_grounded-sam.json,,7472.620560001815,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_grounded-sam.json
grounded-sam2,grounded-sam,grounded_segment,True,/home/arash/miniconda3/bin/python -m visionservex predict grounded-sam2 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_instance_sample.jpg --device cuda --prompt person --json --save-json /tmp/vsx_smoke_grounded-sam2.json,0,reports/smoke_logs/grounded-sam2.stdout,reports/smoke_logs/grounded-sam2.stderr,/tmp/vsx_smoke_grounded-sam2.json,,7378.178143990226,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_grounded-sam2.json
grounding-dino-swin-b,grounding-dino,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict grounding-dino-swin-b /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_grounding-dino-swin-b.json",0,reports/smoke_logs/grounding-dino-swin-b.stdout,reports/smoke_logs/grounding-dino-swin-b.stderr,/tmp/vsx_smoke_grounding-dino-swin-b.json,,5940.803960998892,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_grounding-dino-swin-b.json
grounding-dino-swin-t,grounding-dino,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict grounding-dino-swin-t /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_grounding-dino-swin-t.json",0,reports/smoke_logs/grounding-dino-swin-t.stdout,reports/smoke_logs/grounding-dino-swin-t.stderr,/tmp/vsx_smoke_grounding-dino-swin-t.json,,5904.403638996882,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_grounding-dino-swin-t.json
grounding-dino-tiny,grounding-dino,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict grounding-dino-tiny /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_grounding-dino-tiny.json",0,reports/smoke_logs/grounding-dino-tiny.stdout,reports/smoke_logs/grounding-dino-tiny.stderr,/tmp/vsx_smoke_grounding-dino-tiny.json,,5882.613014997332,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_grounding-dino-tiny.json
